,GlobalID,Detection Date,Notes,Lab Status,Lab Comments,Submission Date,Latitude,Longitude,FileName
1335,{3C52616C-CA60-4763-9676-944E23906B6D},2019-07-11,I have observed this insect more then once. Once last year in the Columbia gorge near Cape Horn and again in felida near the WSUV campus,2, ,2020-05-05,45.710586,-122.680722,
1945,{594772B5-C384-4EEA-B44A-FC1E00D98A3E},2019-07-11, ,0,"This is a species of Sphecius, commonly known as the cicada killer wasps",2020-05-04,46.417813,-117.033198,ATT132_20190711_153146.jpg
1758,{505F5837-0D19-407A-BB96-C91749D032CB},2019-07-11, ,2, ,2020-05-05,47.444541,-120.275693,
5211,{EE72574A-1F51-483C-8C76-6B097B8BCD84},2019-07-12,"I was at the Birch Bay Waterslides at the top of the tower in line to slide down when I saw a wasp larger than I've ever seen before. I remember thinking, ""Wow, was that a bee? If it was I'm sure I'll hear about that."" It was yellow and black and very la",2, ,2020-05-04,48.936,-122.74729,
1292,{3A1CBF2E-E6F0-4728-A6B6-F57F29BF5B40},2019-07-13,"We weren’t sure what these were, but they are huge and we had never seen anything like them. We saw them in Crescent Bar by the swimming pools.",0,These are native cicada killer wasps.,2020-04-08,47.221882,-119.99443,ATT28_B4D4242C-FE99-4077-B096-4627FDA96E2E.png
1830,{538CAE86-9E76-4EA8-9EE5-9B2AC6895C7A},2019-07-15,Large bee was flying around river bank. Only saw one.,2, ,2020-05-06,46.605947,-120.427555,
238,{0AF6F3AA-8565-4B8F-8BF5-8D43D9677FE2},2019-07-17, ,2,Thank you for your submission. Since there is no accompanying information we are unable to verify this sighting.,2020-03-19,47.487496,-118.958142,
1982,{5A956348-DC06-4325-BF6A-B56907F0DBEF},2019-07-19,We saw these last year in Sedro woolley and didn’t know what they were can you help identify them,2, ,2020-05-12,48.50824,-122.23858,
2604,{75E7FD91-2E03-4403-9E0B-443884012637},2019-07-23,This was dead on my front porch last summer. Looks like it might be an elm sawfly. But thought I would send the pic anyway.,2, ,2020-05-05,48.948233,-122.748058,
3151,{8DFDA283-3AFD-4E9F-9878-7A0F22E1B917},2019-07-23,not sure if this is one. but in case it is. Saw it at Bayview farm and garden nursery on Whidbey Island,0,"This one is one of our native species, Sphex ichneumoneus.",2020-04-01,48.006763,-122.462053,ATT18_IMG_2855.jpg
196,{09AF0368-9E37-4DE2-BC15-7CAA44A6A442},2019-07-23,"I was walking down to my mailbox and noticed a huge wasp with a big orange head, I looked at it for a minute then picked up my mail and when I went and told my wife about it she said I should take a picture and when I went back to the big cedar tree it w",2, ,2020-06-03,48.664456,-122.395955,
2254,{65DF2118-DC2B-49EA-AE9D-9476612C0FB7},2019-07-24,This hornet came flying by us and around us when we were in our back yard swimming pool. I have More pictures and a  video of it as well if needed please send an email or call.,0,"This a species of Sphecius, commonly known as cicada killer wasps",2020-05-02,47.373462,-120.141581,ATT88_B4E7BEF6-9F35-458C-B16F-FEB631998C5A.jpg
4381,{C5B128DB-5AFA-4BEE-932C-C0CE907803E7},2019-07-26,We were able to kill one of them and later saw at least 2 more that same day.,2, ,2020-04-07,47.541072,-120.282015,
432,{13284B26-C0A7-4AEA-8886-EA105F22F5EB},2019-07-26,"At the edge of the lake at lake in Soap Lake, Washington. I am familiar with the different wasps and hornets in the area and knew this was not one I had seen before. It looked like an orange yellow jacket on steroids. I looked it up online and identified",2, ,2020-05-05,47.391627,-119.485153,
5001,{E2685FAE-3B89-4263-98D0-45BADC052E61},2019-07-27,Can’t send a pic from google imige,2, ,2020-05-06,46.612953,-120.462557,
4739,{D531E68B-B2C1-468F-8C2C-119A6EBF3791},2019-07-27,"I was stung on both legs while walking on my property on the PO River, north of USK, Wa. The sting was an immediate goose egg as Coyote showed, I managed to swat the one off of my right leg and It was HUGE, the left leg got the most toxin, besides the sw",2, ,2020-05-04,48.550189,-117.318946,
1563,{46C10079-3B5B-49DE-B8F7-F1FBCB4BABD1},2019-07-28,It was a very large orange hornet about 2 inches. We were sitting down grilling under a tree near John Day dam when a large orange hornet fell onto the ground trying to fly bit it couldn't. I killed it in fear for my young children running around. It was,2, ,2020-04-07,45.710268,-120.696372,
89,{044EEB7B-71E6-42B4-91BB-32CEC22E9F5B},2019-07-28,"The following is a copy of an email that I sent to Dr. Chris Looney (CLooney@agr.wa.gov) on December 21 at 1:45 PM    Hello Dr. Looney,  I saw the article on KOMO about the Asian giant hornet that was found in Blaine. This reminded me of a similar sighti",2, ,2020-04-08,47.73284,-122.17959,
5354,{F48027A0-7045-483D-BAD2-FF9E6F8745F9},2019-07-28,"I picked up a load of freshly cut wood at a friend's in Issaquah and this came in the load. I killed it- i'm allergic to bee stings. It was about 2"" long, and not aggressive, but kept flying around the wood pile.",2, ,2020-05-05,47.500026,-122.285134,
4259,{C0B9DDF7-4394-4170-8056-E072CFE7986A},2019-07-28,I killed this last July and took pictures because I’d never seen anything like it. I have 2 pictures,0,"This is a species of Sphecius, known commonly as cicada killer wasps",2020-05-03,47.315424,-119.545603,ATT118_FDD7FD66-B528-45E4-A64B-08FF1725BA23.jpg
887,{2774ADDA-2FD4-47E7-BD1B-1147E875C068},2019-07-29,I was starting my lawn mower in my dirt driveway when it came out from under the lawn mower and chased me it was big enough that I was able to swat at it and it hit the car hard and it didn't faze it at all and kept after me as I ran down the drive way u,2, ,2020-05-05,46.932082,-122.936608,
2257,{65F96DB7-59B6-48FF-AD45-A3621080CF5A},2019-08-01,The hornet was seen towards the end of the summer of 2019 in early afternoon: very large orange and black it caught another insert on a bush and flew off with it.,2, ,2020-05-04,47.241486,-122.523165,
3297,{93A148F5-8517-4DC5-8814-D2E53533B331},2019-08-01,"I am a ""bee"" person. Allergic to stings I am well aware of the kind of bees around me. Last August standing at my kitchen sink, the biggest hornet I had ever seen flew past my window at eye level. I was alarmed at how large it was at least an inch and 3/",2, ,2020-05-03,46.984884,-120.531094,
862,{2609D868-E56C-49F1-A6D0-0C881B26ED68},2019-08-01,The surface that the hornet is sitting on is about 2.5 inches.,2, ,2020-05-05,46.605612,-120.784695,
3164,{8E876693-750D-483D-90AD-45A33C0615F9},2019-08-01,"I have since moved, but I observed the hornet in woodinville last summer in July or August 2019. It was exactly as described and I immediately took notice of its body length being almost 2 inches. I was the largest hornet I had ever seen and it was freak",2, ,2020-05-02,47.725219,-122.044406,
4829,{DA3FE479-C0B9-40AB-8358-790CEEB4AF88},2019-08-01,I saved my photo in my phone and tried looking it up to see what kind of bee it was but didn’t find any information on it. Can you let me know if it’s the Asian bee?I also have more pictures showing it’s size. I have one next to a quarter so you ca,0,"This is a species of Sphecius, commonly known as cicada killer wasps",2020-05-04,45.586842,-122.300349,ATT134_C5573D43-7AE7-41C8-A321-CC449484806B.png
1085,{319602B4-AA62-46C1-82FF-A44D13BE3564},2019-08-02,"I saw several of these last summer up at Larch Correction Center -- 2"" - 3"" long",2, ,2020-05-06,45.732149,-122.342257,
4296,{C1D6E2FA-8EB7-4D44-BF1C-71FF1186CD14},2019-08-02,I live on the Lummi Nation Reservation and saw this hornet 2 times. I later learned about the invasion. We also had a huge hornet nest high up in a cotton wood tree that looked like a hornet nest. It would be wise for you all to get a trap out here. I li,2, ,2020-05-08,48.752578,-122.622509,
4671,{D31E780D-733D-468F-836B-AE7E99437A54},2019-08-02,Killed near commencement bay in tacoma.  Was NOT a native hornet.  Orange stripes but not day glo like some wasps. Enormous and frightening. Not a yellow jacket queen but slightly larger w weird eyes and distinct tiger orange stripes.  Widen your trappin,2, ,2020-05-02,47.267176,-122.466823,
985,{2BDDD0B5-3687-494E-BBAD-8FE8DC6F6542},2019-08-02,These wasps visited my garden daily throughout the summer. They hunted particularly on my flowering Oregano plant.  They typically were there from mid morning to early evening. I’ve seem at least 2-3 there at the same time.,2, ,2020-03-31,46.815183,-122.987709,
3438,{99A3D7CE-BA86-4735-AADE-6F79BDA2BF56},2019-08-04,"Seen 2, 2 inch long Hornet late summer last year in my back yard. Hovering and flying kinda slow and heavy.",2, ,2020-05-02,46.596612,-120.446389,
5545,{FCE0B369-AC4D-48CF-A318-7EAD391EEE81},2019-08-08,It was the only one located and was put into a pickle jar - the hand holding the jar is an adult females hand,0,"Thanks for your submission! This one is a native species, either Sphecius grandis or Sphecius convallis.",2020-04-09,46.535196,-117.084754,ATT39_DA9A85C4-6C25-4712-95F4-058341389373.jpg
303,{0D889239-8155-4F90-B1B2-712EA2C652EA},2019-08-10,"Not a specific date, but it was sometime last summer. It looked like the Asian Hornet on the news, but if I remember it was more red in color and about 1 to 2 inches.",2, ,2020-08-05,48.984144,-122.774438,
2734,{7BF598E1-D0A7-4485-BC7F-9800EB56E033},2019-08-11,Never have seen a bee like this and I have lived in Washington my entire life.,0,"This is a native sawfly, Cimbex pacifica or Cimbex americana",2020-05-03,47.763623,-122.541143,ATT92_20190616_151419.jpg
841,{24CB70D8-0CF5-4878-8C75-CBACE68F7FF7},2019-08-13,I am pretty certain this is what I saw last summer.  My date is not exact.  I remember because I spent quite a long time searching online to figure out what kind of bee it was with no success.  When I saw the news article about it today I recognized it r,2, ,2020-05-08,46.673713,-123.781953,
2400,{6C67AA9B-7858-454C-B977-B0A04C2FDFAA},2019-08-14,"My wife and I saw two very large hornets with orange on the head and on the body in our garden in Yelm, WA in mid August of 2019.  They were not agressive and were hovering around our garden area.  The hornets were very large, about twice as big as the l",2, ,2020-05-06,46.894731,-122.631719,
5063,{E5AE6B3E-FB11-46CC-866F-D6B948BAEB8C},2019-08-15,"I am a geologist, was working on a geotechnical exploration in Fife and an asian giant hornet came up to inspect me and landed momentarily a few feet away. I did not realize they were invasive at the time but feel positive in my identification because I",2, ,2020-04-13,47.243563,-122.340564,
2944,{85093703-61DC-4FCD-9C8D-39EF4980E1E7},2019-08-15,"I’ve seen this hornet for two years in late summer in my front yard. 2018 and 2019. Sorry, no photos available. (This was reported via email before I knew of this form. This form provides exact location where I found the hornet.)",2, ,2020-05-05,47.91635,-122.390816,
2576,{74D585CA-359A-41E9-90EC-DDE06418EB0D},2019-08-15,It was huge.  Pumpkin orange wings approximately 3-4” wide with a dark body.  The sunlight was shining on its wings making it look super orange.  It was flying around the open area in my woods fairly slowly.  I thought it might be a large grasshopper b,2, ,2020-08-20,47.368917,-122.673823,
1793,{51F344F3-E3B9-42C8-BF7C-E6BBA9BF3345},2019-08-15,I was driving and didn’t notice it in my car till I got home. I knew it was a some sort of wasp or bee by how it looked but spent a lot of time trying to find something that matched it online. What made this insect stand out to me was that it’s mouth,2, ,2020-06-12,48.721109,-122.328668,
3356,{9620123A-A4E3-408B-A09C-5DB9D99FAF5E},2019-08-15,"was getting a water from my bird bath .was week and i crush it,it was about 2inch long .",2, ,2020-05-07,48.10025,-119.786157,
350,{0F4AE512-92FC-4BE9-8657-87F1A87ABD70},2019-08-15,"I have seen many, and killed up to 5per day both August 2018 and 2019. I have lots of pollination plants in my yard, purposely, for honey bees. These bees are aggressive and were killing my other bees. I used wasp spray that shot them out of commission,",2, ,2020-05-05,47.371637,-122.106367,
3727,{A6DDCA1F-81AB-4981-B683-E6DABDE0593B},2019-08-15,We saw 4 or 5 of these very large yellow faced hornets feeding on nectar in my neighbors yard as we were talking. At the time we had no idea what they were and took no photos,2, ,2020-05-16,46.457758,-119.02963,
2780,{7E547898-60CF-4290-8461-E6991270D651},2019-08-18,"nested in an old tree stump. while trying to remove the stump I was stung by one. it was the biggest bee I had ever seen! as long as my thumb. I had pest services in for removal/poisoning. I tried to get pictures, but they immediately retreated in deeper",2, ,2020-04-15,47.345423,-122.082943,
3800,{AA9883EC-CDA9-4CDF-BA09-4170C44D94F2},2019-08-18,"Just like the pics, dark contrast coloring, very large mandibles and stinger, didn't know of the Asian Hornet at the time.  This insect was seen late last summer.",2, ,2020-05-07,46.23542,-119.09467,
3096,{8BAD0097-3A7A-4CBF-B071-D483CEDD33D8},2019-08-19,"The images I am attaching are from last summer. (Aug 2019) These were ground-burrowing insects. Images are poor (cell phone) quality, taken from a distance of several feet away. Lat/Long is from google maps; it is my parents-in-law's back yard.",0,"This is a native insect, Sphex ichneunoneus.",2020-05-03,47.756278,-122.216833,ATT105_2019-08-18 17.39.29.jpg
476,{1504B3E6-955E-4C56-AC5F-F851F2C90711},2019-08-20,"I killed a murder wasp at my home in august of 2019, it was enormous, almost 2 inches long with an orange face and striped sides",2, ,2020-05-06,47.81214,-122.162168,
1431,{40CEF576-13F6-4255-A741-AD7301451DC5},2019-08-21,Last fall I found what I thought was a large hornet maybe I thought it was a queen bee because if how large it was but seeing this information action now I can confirm this is the hornet I killed in my lawn in Lacey wa last August about mid month. It was,2, ,2020-05-06,47.04437,-122.82324,
2978,{86CBEF0D-2ED5-4A3C-A40F-B68C12256E8F},2019-08-21,"Date is approximate, can be verified by campsite res. I seen one at campsite 290, disability site. I've been camping here since the 80's. I know the date might be earlier than other reports. This wasp cannot be mistaken for another,freakishly large head",2, ,2020-05-05,48.418776,-122.65316,
1276,{39455B1E-2258-4836-808B-7C01F0A9F6E3},2019-08-22,"Lazy, lethargic murder wasp in parking lot, it was by itself",2, ,2020-05-27,46.65404,-120.53113,
5186,{ECAB40CB-30D1-4A69-960F-D1DF0FA08F06},2019-08-24,"I think I had two of these in my yard this last summer. I do not recall the exact date or time, just late summer on a weekend getting the yard ready for fall. I couldn't figure out what it was and didn't look like a mud wasp or anything I had seen before",2, ,2020-04-09,47.721485,-122.054518,
